Company ID,Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Region,Carbon Performance Regional Alignment 2025,Carbon Performance Regional Alignment 2027,Carbon Performance Regional Alignment 2028,Carbon Performance Regional Alignment 2035,Carbon Performance Regional Alignment 2050,Regional Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1051,Dominion Energy,United States of America,USA,Electricity Utilities,Yes,medium,US25746U1097,2542049,01/10/2025,23/06/2025,North-America,,,Not Aligned,Not Aligned,National Pledges,North-America_Electricity Utilities_01/05/2024,2050,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS).",,0.359,0.348,0.343,0.296,0.274,0.269,0.272,0.271,0.272,0.257,0.247481481,0.237962963,0.228444444,0.218925926,0.209407407,0.199888889,0.19037037,0.180851852,0.171333333,0.161814815,0.152296296,0.142777778,0.133259259,0.123740741,0.114222222,0.104703704,0.095185185,0.085666667,0.076148148,0.06662963,0.057111111,0.047592593,0.038074074,0.028555556,0.019037037,0.009518519,0.0
1051,Dominion Energy,United States of America,USA,Electricity Utilities,Yes,medium,US25746U1097,2542049,01/10/2024,09/06/2024,North-America,,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/05/2024,2030;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.359,0.348,0.343,0.296,0.274,0.269,0.272,0.271,0.272,0.2648271,0.257654201,0.250481301,0.243308402,0.236135502,0.228962602,0.221789703,0.214616803,0.203885963,0.193155123,0.182424283,0.171693443,0.160962602,0.150231762,0.139500922,0.128770082,0.118039242,0.107308402,0.096577561,0.085846721,0.075115881,0.064385041,0.053654201,0.042923361,0.03219252,0.02146168,0.01073084,0.0
1051,Dominion Energy,United States of America,USA,Electricity Utilities,Yes,medium,US25746U1097,2542049,01/11/2023,04/07/2023,North-America,Not Aligned,,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.359,0.348,0.343,0.296,0.274,0.269,0.272,0.271,0.264845511,0.258691023,0.252536534,0.246382046,0.240227557,0.234073069,0.22791858,0.221764092,0.215609603,0.204829123,0.194048643,0.183268163,0.172487683,0.161707203,0.150926722,0.140146242,0.129365762,0.118585282,0.107804802,0.097024322,0.086243841,0.075463361,0.064682881,0.053902401,0.043121921,0.032341441,0.02156096,0.01078048,0.0
1051,Dominion Energy,United States of America,USA,Electricity Utilities,Yes,medium,US25746U1097,2542049,01/09/2022,22/07/2022,North-America,National Pledges,,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,2030,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.33,0.31,0.27,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.19,0.18,0.17,0.16,0.15,0.13,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.0
1051,Dominion Energy,United States of America,USA,Electricity Utilities,Yes,medium,US25746U1097,2542049,01/11/2021,05/08/2021,North-America,National Pledges,,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,,,,0.331,0.312,0.269,0.264350888,0.259701775,0.255052663,0.25040355,0.245754438,0.241105326,0.236456213,0.231807101,0.227157988,0.222508876,0.217859763,0.206966775,0.196073787,0.185180799,0.174287811,0.163394823,0.152501834,0.141608846,0.130715858,0.11982287,0.108929882,0.098036894,0.087143905,0.076250917,0.065357929,0.054464941,0.043571953,0.032678965,0.021785976,0.010892988,0.0
2356,Drax Group,United Kingdom,GBR,Electricity Utilities,No,small,GB00B1VNSX38,B1VNSX3,01/09/2025,01/08/2025,OECD,,,1.5 Degrees,Below 2 Degrees,Below 2 Degrees,OECD_Electricity Utilities_01/05/2024,2030;2040,2024,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.775,0.621,0.493,0.315,0.311,0.226,0.113,0.1,0.032608696,0.024031008,0.011370968,0.013101266,0.014724722,0.016348177,0.017971633,0.019595089,0.021218544,0.022842,0.0205578,0.0182736,0.0159894,0.0137052,0.011421,0.0091368,0.0068526,0.0045684,0.0022842,0.0,,,,,,,,,,
2356,Drax Group,United Kingdom,GBR,Electricity Utilities,No,small,GB00B1VNSX38,B1VNSX3,01/10/2024,06/08/2024,OECD,,,,1.5 Degrees,1.5 Degrees,OECD_Electricity Utilities_01/05/2024,2030,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.78,0.62,0.49,0.32,0.31,0.23,0.11,0.1,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2358,Dubai Electricity and Water Authority,United Arab Emirates,ARE,Electricity Utilities,No,large,AED001801011,BJLTVJ4,01/09/2025,01/08/2025,non-OECD,,,1.5 Degrees,National Pledges,Not Aligned,non-OECD_Electricity Utilities_01/05/2024,2030,2024,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.4437,0.4307,0.4241,0.4382,0.4333,0.4258,0.4178,0.4041,0.4293,0.4035,0.3979,0.4045,0.390741533,0.376983065,0.363224598,0.34946613,0.335707663,0.321949196,,,,,,,,,,,,,,,,,,,,
2358,Dubai Electricity and Water Authority,United Arab Emirates,ARE,Electricity Utilities,No,large,AED001801011,BJLTVJ4,01/10/2024,06/08/2024,non-OECD,,,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/05/2024,,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.44,0.43,0.42,0.44,0.43,0.43,0.42,0.4,0.43,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Duke Energy,United States of America,USA,Electricity Utilities,Yes,large,US26441C2044,B7VD3F2,01/10/2025,23/06/2025,North-America,,,Not Aligned,Not Aligned,National Pledges,North-America_Electricity Utilities_01/05/2024,2030;2040;2050,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.476276876,0.476276876,0.453597024,0.439989114,0.435453143,0.426381203,0.390093441,0.353805679,0.36,0.354,0.35,0.346238856,0.342477712,0.338716568,0.334955423,0.331194279,0.327433135,0.323671991,0.301975272,0.280278554,0.258581836,0.236885117,0.215188399,0.19349168,0.171794962,0.150098244,0.128401525,0.106704807,0.096034326,0.085363845,0.074693365,0.064022884,0.053352403,0.042681923,0.032011442,0.021340961,0.010670481,0.0
1054,Duke Energy,United States of America,USA,Electricity Utilities,Yes,large,US26441C2044,B7VD3F2,01/10/2024,09/06/2024,North-America,,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/05/2024,2030;2040;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.476276876,0.476276876,0.453597024,0.439989114,0.435453143,0.426381203,0.390093441,0.353805679,0.36,0.354,0.34667667,0.339353341,0.332030011,0.324706681,0.317383352,0.310060022,0.302736692,0.295413363,0.275610906,0.25580845,0.236005993,0.216203536,0.19640108,0.176598623,0.156796167,0.13699371,0.117191253,0.097388797,0.087649917,0.077911037,0.068172158,0.058433278,0.048694398,0.038955519,0.029216639,0.019477759,0.00973888,0.0
1054,Duke Energy,United States of America,USA,Electricity Utilities,Yes,large,US26441C2044,B7VD3F2,01/11/2023,04/07/2023,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2040;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.476276876,0.476276876,0.453597024,0.439989114,0.435453143,0.426381203,0.390093441,0.353805679,0.36,0.354830403,0.349660806,0.344491209,0.339321612,0.334152015,0.328982418,0.323812821,0.318643224,0.313473626,0.29406471,0.274655794,0.255246877,0.235837961,0.216429044,0.197020128,0.177611212,0.158202295,0.138793379,0.119384462,0.107446016,0.09550757,0.083569124,0.071630677,0.059692231,0.047753785,0.035815339,0.023876892,0.011938446,0.0
1054,Duke Energy,United States of America,USA,Electricity Utilities,Yes,large,US26441C2044,B7VD3F2,01/09/2022,22/07/2022,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.48,0.45,0.44,0.44,0.43,0.39,0.35,0.36,0.35,0.35,0.35,0.34,0.34,0.33,0.33,0.33,0.32,0.31,0.29,0.27,0.26,0.24,0.22,0.21,0.19,0.18,0.16,0.14,0.13,0.11,0.1,0.08,0.06,0.05,0.03,0.02,0.0
1054,Duke Energy,United States of America,USA,Electricity Utilities,Yes,large,US26441C2044,B7VD3F2,01/11/2021,05/08/2021,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.476276876,0.476276876,0.453597024,0.439989114,0.435453143,0.426381203,0.390093441,0.353805679,0.350567036,0.347328393,0.344089749,0.340851106,0.337612463,0.33437382,0.331135176,0.327896533,0.32465789,0.321419247,0.305348284,0.289277322,0.27320636,0.257135397,0.241064435,0.224993473,0.20892251,0.192851548,0.176780586,0.160709623,0.144638661,0.128567699,0.112496736,0.096425774,0.080354812,0.064283849,0.048212887,0.032141925,0.016070962,0.0
1055,E.ON,Germany,DEU,Electricity Utilities,Yes,large,DE000ENAG999,4942904;4943190,01/10/2025,23/06/2025,OECD,,,1.5 Degrees,Below 2 Degrees,Below 2 Degrees,OECD_Electricity Utilities_01/05/2024,2030;2040,2024,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has disclosed a Scope 1 and 2 target. However, TPI cannot accept the 2030 target as E. ON also operates a natural gas business that may have significant Scope 1 non-electricity emissions.",0.450826121,0.445167286,0.408969549,0.045454545,0.05075,0.05664488,0.047073171,0.064084507,0.136,0.118,0.108,0.091,0.087369701,0.083739403,0.080109104,0.076478806,0.072848507,0.069218209,0.062296388,0.055374567,0.048452746,0.041530925,0.034609104,0.027687284,0.020765463,0.013843642,0.006921821,0.0,,,,,,,,,,
1055,E.ON,Germany,DEU,Electricity Utilities,Yes,large,DE000ENAG999,4942904;4943190,01/10/2024,09/06/2024,OECD,,1.5 Degrees,,Below 2 Degrees,Below 2 Degrees,OECD_Electricity Utilities_01/05/2024,2040,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has disclosed a Scope 1 and 2 target. However, TPI cannot accept the 2030 target as E. ON also operates a natural gas business that may have significant Scope 1 non-electricity emissions. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.450826121,0.445167286,0.408969549,0.045454545,0.05075,0.05664488,0.047073171,0.064084507,0.136,0.118,0.109,0.102588235,0.096176471,0.089764706,0.083352941,0.076941176,0.070529412,0.064117647,0.057705882,0.051294118,0.044882353,0.038470588,0.032058824,0.025647059,0.019235294,0.012823529,0.006411765,0.0,,,,,,,,,,
1055,E.ON,Germany,DEU,Electricity Utilities,Yes,large,DE000ENAG999,4942904;4943190,01/11/2023,04/07/2023,OECD,National Pledges,,,Below 2 Degrees,Below 2 Degrees,OECD_Electricity Utilities_01/04/2022,2040,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has disclosed a Scope 1 and 2 target. However, TPI cannot accept the 2030 target as E.ON also operates a natural gas business that may have significant Scope 1 non-electricity emissions When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.450826121,0.445167286,0.408969549,0.045454545,0.05075,0.05664488,0.047073171,0.064084507,0.071147541,0.218390805,0.206257982,0.19412516,0.181992337,0.169859515,0.157726692,0.14559387,0.133461047,0.121328225,0.109195402,0.09706258,0.084929757,0.072796935,0.060664112,0.04853129,0.036398467,0.024265645,0.012132822,0.0,,,,,,,,,,
1055,E.ON,Germany,DEU,Electricity Utilities,Yes,large,DE000ENAG999,4942904;4943190,01/09/2022,22/07/2022,OECD,1.5 Degrees,,,Below 2 Degrees,Below 2 Degrees,OECD_Electricity Utilities_01/04/2022,2040,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.45,0.41,0.05,0.05,0.06,0.05,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.0,0.0,,,,,,,,,,
1055,E.ON,Germany,DEU,Electricity Utilities,Yes,large,DE000ENAG999,4942904;4943190,01/11/2021,05/08/2021,OECD,1.5 Degrees,,,Below 2 Degrees,Below 2 Degrees,OECD_Electricity Utilities_01/04/2022,2040,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.450826121,0.445167286,0.408969549,0.045454545,0.05075,0.05664488,0.047073171,0.064084507,0.060880282,0.057676056,0.054471831,0.051267606,0.04806338,0.044859155,0.04165493,0.038450704,0.035246479,0.032042254,0.028838028,0.025633803,0.022429577,0.019225352,0.016021127,0.012816901,0.009612676,0.006408451,0.003204225,0.0,,,,,,,,,,
1059,EDF,France,FRA,Electricity Utilities,Yes,unlisted,FR0010242511,B0NJJ17,01/10/2025,23/06/2025,Europe,,,1.5 Degrees,Below 2 Degrees,National Pledges,Europe_Electricity Utilities_01/05/2024,2027;2030;2035;2050,2024,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.123,0.102,0.095,0.077,0.082,0.057,0.055,0.051,0.048,0.05,0.037,0.03,0.030815006,0.031630012,0.032445018,0.031630012,0.030815006,0.03,0.0284,0.0268,0.0252,0.0236,0.022,0.020533333,0.019066667,0.0176,0.016133333,0.014666667,0.0132,0.011733333,0.010266667,0.0088,0.007333333,0.005866667,0.0044,0.002933333,0.001466667,0.0
1059,EDF,France,FRA,Electricity Utilities,Yes,unlisted,FR0010242511,B0NJJ17,01/10/2024,09/06/2024,Europe,,1.5 Degrees,,Below 2 Degrees,National Pledges,Europe_Electricity Utilities_01/05/2024,2025;2030;2035;2050,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.123,0.102,0.095,0.077,0.082,0.057,0.055,0.051,0.048,0.05,0.037,0.039532804,0.042065607,0.039652486,0.037239364,0.034826243,0.032413121,0.03,0.0284,0.0268,0.0252,0.0236,0.022,0.020533333,0.019066667,0.0176,0.016133333,0.014666667,0.0132,0.011733333,0.010266667,0.0088,0.007333333,0.005866667,0.0044,0.002933333,0.001466667,0.0
1059,EDF,France,FRA,Electricity Utilities,Yes,unlisted,FR0010242511,B0NJJ17,01/11/2023,04/07/2023,Europe,1.5 Degrees,,,Below 2 Degrees,National Pledges,Europe_Electricity Utilities_01/04/2022,2023;2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.123,0.102,0.095,0.077,0.082,0.057,0.055,0.051,0.048,0.051493721,0.054987441,0.053583859,0.052180277,0.050776694,0.049373112,0.04796953,0.046565948,0.045162365,0.042904247,0.040646129,0.038388011,0.036129892,0.033871774,0.031613656,0.029355538,0.027097419,0.024839301,0.022581183,0.020323064,0.018064946,0.015806828,0.01354871,0.011290591,0.009032473,0.006774355,0.004516237,0.002258118,0.0
1059,EDF,France,FRA,Electricity Utilities,Yes,unlisted,FR0010242511,B0NJJ17,01/09/2022,22/07/2022,Europe,1.5 Degrees,,,Below 2 Degrees,National Pledges,Europe_Electricity Utilities_01/04/2022,2023;2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company's targeted emissions intensities, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.1,0.1,0.08,0.08,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0
1059,EDF,France,FRA,Electricity Utilities,Yes,unlisted,FR0010242511,B0NJJ17,01/11/2021,05/08/2021,Europe,1.5 Degrees,,,Below 2 Degrees,National Pledges,Europe_Electricity Utilities_01/04/2022,2023;2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.123,0.102,0.095,0.077,0.082,0.057,0.055,0.051,0.059643409,0.068286819,0.076930228,0.072858138,0.068786049,0.064713959,0.060641869,0.056569779,0.052497689,0.0484256,0.04600432,0.04358304,0.04116176,0.03874048,0.0363192,0.03389792,0.03147664,0.02905536,0.02663408,0.0242128,0.02179152,0.01937024,0.01694896,0.01452768,0.0121064,0.00968512,0.00726384,0.00484256,0.00242128,0.0
1058,Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/09/2025,01/08/2025,North-America,,,1.5 Degrees,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/05/2024,2045,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.352441691,0.175994049,0.194591358,0.146056917,0.113398227,0.084368281,0.102058405,0.123830864,0.097068883,0.152407218,0.103419183,0.098718311,0.094017439,0.089316567,0.084615695,0.079914823,0.075213952,0.07051308,0.065812208,0.061111336,0.056410464,0.051709592,0.04700872,0.042307848,0.037606976,0.032906104,0.028205232,0.02350436,0.018803488,0.014102616,0.009401744,0.004700872,0.0,,,,,
1058,Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/10/2024,06/08/2024,North-America,,,,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/05/2024,2045,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.35,0.18,0.19,0.15,0.11,0.08,0.1,0.12,0.1,0.15,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.0,0.0,,,,,
1058,Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/11/2023,04/07/2023,North-America,1.5 Degrees,,,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2045,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.352441691,0.175994049,0.194591358,0.146056917,0.113398227,0.084368281,0.102058405,0.123830864,0.101604812,0.097371278,0.093137744,0.08890421,0.084670676,0.080437143,0.076203609,0.071970075,0.067736541,0.063503007,0.059269473,0.05503594,0.050802406,0.046568872,0.042335338,0.038101804,0.033868271,0.029634737,0.025401203,0.021167669,0.016934135,0.012700601,0.008467068,0.004233534,0.0,,,,,
1058,Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/09/2022,22/07/2022,North-America,1.5 Degrees,,,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2045,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.18,0.19,0.15,0.11,0.08,0.1,0.12,0.12,0.11,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.0,0.0,,,,,
1058,Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/11/2021,05/08/2021,North-America,1.5 Degrees,,,Below 2 Degrees,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2045,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.352441691,0.175994049,0.194591358,0.146056917,0.113398227,0.084368281,0.102058405,0.122923678,0.118006731,0.113089784,0.108172837,0.10325589,0.098338943,0.093421996,0.088505048,0.083588101,0.078671154,0.073754207,0.06883726,0.063920313,0.059003366,0.054086419,0.049169471,0.044252524,0.039335577,0.03441863,0.029501683,0.024584736,0.019667789,0.014750841,0.009833894,0.004916947,0.0,,,,,
1310,Electric Power Development,Japan,JPN,Electricity Utilities,No,medium,JP3551200003,B02Q328,01/09/2025,01/08/2025,OECD,,,Not Aligned,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/05/2024,2025;2030;2050,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.68,0.67,0.64,0.65,0.66,0.66,0.66,0.65,0.64,0.64,0.61,0.647846446,0.685692893,0.649884986,0.614077079,0.578269173,0.542461266,0.506653359,0.488271477,0.469889596,0.451507714,0.433125832,0.41474395,0.396362069,0.377980187,0.359598305,0.341216423,0.322834542,0.30445266,0.286070778,0.267688896,0.249307014,0.230925133,0.212543251,0.194161369,0.175779487,0.157397606,0.139015724
