company,year,metric,value,unit,source,source_detail,extraction_method,reliability,comparability,certainty,is_default,quality_flag,notes
Commercial Metals Co,2025,emissions_mt_co2,0.24,Mt CO2e,climate_trace,"7 facilities, intensity=0.09",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Companhia Siderúrgica Nacional SA,2021,production_mt,4.902,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2021,emissions_mt_co2,8.792,Mt CO2e,climate_trace,"1 facilities, intensity=1.79",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2022,production_mt,4.261,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2022,emissions_mt_co2,7.643,Mt CO2e,climate_trace,"1 facilities, intensity=1.79",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2023,production_mt,4.388,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2023,emissions_mt_co2,7.871,Mt CO2e,climate_trace,"1 facilities, intensity=1.79",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2024,production_mt,3.842,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2024,emissions_mt_co2,6.891,Mt CO2e,climate_trace,"1 facilities, intensity=1.79",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2025,production_mt,3.313,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Companhia Siderúrgica Nacional SA,2025,emissions_mt_co2,5.943,Mt CO2e,climate_trace,"1 facilities, intensity=1.79",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Compania Espanola de Laminacion SL,2021,production_mt,1.925,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2021,emissions_mt_co2,0.154,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2022,production_mt,1.541,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2022,emissions_mt_co2,0.123,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2023,production_mt,1.374,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2023,emissions_mt_co2,0.11,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2024,production_mt,1.438,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2024,emissions_mt_co2,0.115,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2025,production_mt,1.398,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Compania Espanola de Laminacion SL,2025,emissions_mt_co2,0.112,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Compania Siderurgica Huachipato SA,2021,production_mt,0.841,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2021,emissions_mt_co2,1.599,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2022,production_mt,0.83,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2022,emissions_mt_co2,1.577,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2023,production_mt,0.813,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2023,emissions_mt_co2,1.544,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2024,production_mt,0.764,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2024,emissions_mt_co2,1.451,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2025,production_mt,0.674,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Compania Siderurgica Huachipato SA,2025,emissions_mt_co2,1.281,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Corporacion Aceros Arequipa SA,2021,production_mt,0.909,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2021,emissions_mt_co2,0.129,Mt CO2e,climate_trace,"1 facilities, intensity=0.14",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2022,production_mt,1.168,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2022,emissions_mt_co2,0.138,Mt CO2e,climate_trace,"1 facilities, intensity=0.12",satellite_model,0.55,0.8,0.7,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2023,production_mt,0.966,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2023,emissions_mt_co2,0.086,Mt CO2e,climate_trace,"1 facilities, intensity=0.09",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2024,production_mt,0.991,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2024,emissions_mt_co2,0.088,Mt CO2e,climate_trace,"1 facilities, intensity=0.09",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2025,production_mt,0.831,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Corporacion Aceros Arequipa SA,2025,emissions_mt_co2,0.074,Mt CO2e,climate_trace,"1 facilities, intensity=0.09",satellite_model,0.6,0.8,0.72,True,,Facility types: DRI-EAF
Corporación AG SA,2021,production_mt,0.307,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Corporación AG SA,2021,emissions_mt_co2,0.025,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Corporación AG SA,2022,production_mt,0.271,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Corporación AG SA,2022,emissions_mt_co2,0.022,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Corporación AG SA,2023,production_mt,0.241,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corporación AG SA,2023,emissions_mt_co2,0.019,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corporación AG SA,2024,production_mt,0.249,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corporación AG SA,2024,emissions_mt_co2,0.02,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corporación AG SA,2025,production_mt,0.212,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corporación AG SA,2025,emissions_mt_co2,0.017,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corrugados Getafe SL,2021,production_mt,0.462,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Corrugados Getafe SL,2021,emissions_mt_co2,0.037,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Corrugados Getafe SL,2022,production_mt,0.37,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Corrugados Getafe SL,2022,emissions_mt_co2,0.03,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Corrugados Getafe SL,2023,production_mt,0.33,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corrugados Getafe SL,2023,emissions_mt_co2,0.026,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corrugados Getafe SL,2024,production_mt,0.345,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corrugados Getafe SL,2024,emissions_mt_co2,0.028,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corrugados Getafe SL,2025,production_mt,0.336,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Corrugados Getafe SL,2025,emissions_mt_co2,0.027,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
DELONG Steel Ltd,2021,production_mt,2.393,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
DELONG Steel Ltd,2021,emissions_mt_co2,4.547,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
DELONG Steel Ltd,2022,production_mt,2.444,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
DELONG Steel Ltd,2022,emissions_mt_co2,4.644,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
DELONG Steel Ltd,2023,production_mt,2.341,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
DELONG Steel Ltd,2023,emissions_mt_co2,4.449,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
DELONG Steel Ltd,2024,production_mt,2.163,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
DELONG Steel Ltd,2024,emissions_mt_co2,4.11,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
DELONG Steel Ltd,2025,production_mt,1.515,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
DELONG Steel Ltd,2025,emissions_mt_co2,2.878,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Daehan Steel Co Ltd,2021,production_mt,0.822,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Daehan Steel Co Ltd,2021,emissions_mt_co2,0.066,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Daehan Steel Co Ltd,2022,production_mt,0.761,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Daehan Steel Co Ltd,2022,emissions_mt_co2,0.061,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Daehan Steel Co Ltd,2023,production_mt,0.78,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daehan Steel Co Ltd,2023,emissions_mt_co2,0.062,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daehan Steel Co Ltd,2024,production_mt,0.785,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daehan Steel Co Ltd,2024,emissions_mt_co2,0.063,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daehan Steel Co Ltd,2025,production_mt,0.544,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daehan Steel Co Ltd,2025,emissions_mt_co2,0.044,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daido Steel Co Ltd,2021,production_mt,1.305,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Daido Steel Co Ltd,2021,emissions_mt_co2,0.104,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Daido Steel Co Ltd,2022,production_mt,1.126,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Daido Steel Co Ltd,2022,emissions_mt_co2,0.09,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Daido Steel Co Ltd,2023,production_mt,1.194,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daido Steel Co Ltd,2023,emissions_mt_co2,0.095,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daido Steel Co Ltd,2024,production_mt,1.162,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daido Steel Co Ltd,2024,emissions_mt_co2,0.093,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daido Steel Co Ltd,2025,production_mt,0.742,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Daido Steel Co Ltd,2025,emissions_mt_co2,0.059,Mt CO2e,climate_trace,"1 facilities, intensity=0.08",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dalmine SpA,2021,production_mt,0.555,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Dalmine SpA,2021,emissions_mt_co2,0.153,Mt CO2e,climate_trace,"1 facilities, intensity=0.28",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Dalmine SpA,2022,production_mt,0.475,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Dalmine SpA,2022,emissions_mt_co2,0.131,Mt CO2e,climate_trace,"1 facilities, intensity=0.28",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Dalmine SpA,2023,production_mt,0.465,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dalmine SpA,2023,emissions_mt_co2,0.128,Mt CO2e,climate_trace,"1 facilities, intensity=0.28",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dalmine SpA,2024,production_mt,0.439,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dalmine SpA,2024,emissions_mt_co2,0.121,Mt CO2e,climate_trace,"1 facilities, intensity=0.28",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dalmine SpA,2025,production_mt,0.358,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dalmine SpA,2025,emissions_mt_co2,0.099,Mt CO2e,climate_trace,"1 facilities, intensity=0.28",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Danyang Longjiang Steel Co Ltd,2021,production_mt,0.757,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2021,emissions_mt_co2,1.438,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2022,production_mt,0.805,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2022,emissions_mt_co2,1.53,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2023,production_mt,0.856,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2023,emissions_mt_co2,1.626,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2024,production_mt,1.07,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2024,emissions_mt_co2,2.034,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2025,production_mt,0.89,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Danyang Longjiang Steel Co Ltd,2025,emissions_mt_co2,1.692,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2021,production_mt,0.964,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2021,emissions_mt_co2,1.832,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2022,production_mt,0.071,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2022,emissions_mt_co2,0.135,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.55,0.8,0.7,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2023,production_mt,0.323,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2023,emissions_mt_co2,0.613,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2024,production_mt,1.042,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2024,emissions_mt_co2,1.98,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2025,production_mt,0.846,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Daye Huaxin Industrial Co Ltd,2025,emissions_mt_co2,1.608,Mt CO2e,climate_trace,"1 facilities, intensity=1.90",satellite_model,0.6,0.8,0.72,True,,Facility types: BF/BOF
Daye SPECIAL Steel Co Ltd,2021,production_mt,2.481,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2021,emissions_mt_co2,4.238,Mt CO2e,climate_trace,"1 facilities, intensity=1.71",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2022,production_mt,2.614,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2022,emissions_mt_co2,4.465,Mt CO2e,climate_trace,"1 facilities, intensity=1.71",satellite_model,0.55,0.8,0.7,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2023,production_mt,2.382,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2023,emissions_mt_co2,3.891,Mt CO2e,climate_trace,"1 facilities, intensity=1.63",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2024,production_mt,2.284,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2024,emissions_mt_co2,3.556,Mt CO2e,climate_trace,"1 facilities, intensity=1.56",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2025,production_mt,1.945,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Daye SPECIAL Steel Co Ltd,2025,emissions_mt_co2,3.029,Mt CO2e,climate_trace,"1 facilities, intensity=1.56",satellite_model,0.6,0.8,0.72,True,,"Facility types: BF/BOF, EAF"
Dazhou Hangda Steel Co Ltd,2021,production_mt,0.859,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2021,emissions_mt_co2,0.232,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2022,production_mt,0.82,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2022,emissions_mt_co2,0.221,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2023,production_mt,0.824,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2023,emissions_mt_co2,0.222,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2024,production_mt,0.826,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2024,emissions_mt_co2,0.223,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2025,production_mt,0.665,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Dazhou Hangda Steel Co Ltd,2025,emissions_mt_co2,0.179,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
DeAcero SAPI de CV,2021,production_mt,3.067,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
DeAcero SAPI de CV,2021,emissions_mt_co2,0.377,Mt CO2e,climate_trace,"2 facilities, intensity=0.12",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
DeAcero SAPI de CV,2022,production_mt,2.834,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
DeAcero SAPI de CV,2022,emissions_mt_co2,0.348,Mt CO2e,climate_trace,"2 facilities, intensity=0.12",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
DeAcero SAPI de CV,2023,production_mt,2.504,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
DeAcero SAPI de CV,2023,emissions_mt_co2,0.308,Mt CO2e,climate_trace,"2 facilities, intensity=0.12",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
DeAcero SAPI de CV,2024,production_mt,2.105,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
DeAcero SAPI de CV,2024,emissions_mt_co2,0.259,Mt CO2e,climate_trace,"2 facilities, intensity=0.12",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
DeAcero SAPI de CV,2025,production_mt,1.635,Mt,climate_trace,"2 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
DeAcero SAPI de CV,2025,emissions_mt_co2,0.201,Mt CO2e,climate_trace,"2 facilities, intensity=0.12",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Delta Steel Co Ltd,2021,production_mt,0.343,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Delta Steel Co Ltd,2021,emissions_mt_co2,0.093,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Delta Steel Co Ltd,2022,production_mt,0.327,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Delta Steel Co Ltd,2022,emissions_mt_co2,0.088,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.55,0.8,0.7,True,,Facility types: EAF
Delta Steel Co Ltd,2023,production_mt,0.327,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Delta Steel Co Ltd,2023,emissions_mt_co2,0.088,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Delta Steel Co Ltd,2024,production_mt,0.323,Mt,climate_trace,"1 facilities, 1 entities",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
Delta Steel Co Ltd,2024,emissions_mt_co2,0.087,Mt CO2e,climate_trace,"1 facilities, intensity=0.27",satellite_model,0.6,0.8,0.72,True,,Facility types: EAF
